       39077
           1           1           1           0   1.38999999       1.20000005             679           0
           2           1           1           0   1.75999999       1.29999995            7066           0
           3           1           1           0   1.49000001       1.29999995            1680           0
           4           1           1           0   1.73000002       1.20000005             707           0
           5           1           1           0   1.59000003       1.39999998             768           0
           6           1           1           0   1.82000005       1.39999998            3187           0
           7           1           1           0   1.74000001       1.29999995            1751           0
           8           1           1           0   1.84000003       1.39999998              69           0
           9           1           1           0   1.46000004       1.29999995             755           0
          10           1           1           0   1.94000006       1.39999998            3272           0
          11           1           1           0   1.46000004       1.39999998            1334           0
          12           1           1           0   1.64999998       1.39999998            7514           0
          13           1           1           0   1.42999995       1.39999998            3839           0
          14           1           1           0   1.51999998       1.29999995            6134           0
          15           1           1           0  0.879999995       1.39999998            5771           0
          16           1           1           0   1.62000000       1.39999998             220           0
          17           1           1           0   1.28999996       1.39999998            3392           0
          18           1           1           0   1.25000000       1.29999995            3065           0
          19           1           1           0   1.78999996       1.39999998            3530           0
          20           1           1           0   1.40999997       1.39999998            4741           0
          21           1           1           0   1.61000001       1.29999995             574           0
          22           1           1           0   2.32999992       1.29999995            6602           0
          23           1           1           0   1.32000005       1.39999998            3963           0
          24           1           1           0   1.23000002       1.39999998            4480           0
          25           1           1           0  0.889999986       1.29999995            6894           0
          26           1           1           0   1.44000006       1.39999998            2128           0
          27           1           1           0   1.75000000       1.29999995             740           0
          28           1           1           0   2.30999994       1.29999995            7064           0
          29           1           1           0   1.78999996       1.29999995             541           0
          30           1           1           0   1.92999995       1.29999995             718           0
          31           1           1           0   1.77999997       1.29999995            7119           0
          32           1           1           0   1.25000000       1.39999998            3693           0
          33           1           1           0   1.87000000       1.29999995            3975           0
          34           1           1           0   1.98000002       1.39999998            2603           0
          35           1           1           0   1.47000003       1.20000005            1060           0
          36           1           1           0   1.66999996       1.29999995            1671           0
          37           1           1           0   2.42000008       1.29999995            7672           0
          38           1           1           0   1.64999998       1.29999995            4356           0
          39           1           1           0   2.21000004       1.39999998            7562           0
          40           1           1           0   1.69000006       1.39999998             585           0
          41           1           1           0   1.54999995       1.39999998            3322           0
          42           1           1           0   1.73000002       1.20000005            3399           0
          43           1           1           0   1.65999997       1.39999998            1287           0
          44           1           1           0   1.32000005       1.39999998            1533           0
          45           1           1           0   1.70000005       1.39999998            3820           0
          46           1           1           0   1.58000004       1.29999995            1092           0
          47           1           1           0   1.52999997       1.29999995            1637           0
          48           1           1           0   1.72000003       1.29999995            4210           0
          49           1           1           0   1.89999998       1.29999995            1373           0
          50           1           1           0   1.57000005       1.29999995             890           0
          51           1           1           0   1.53999996       1.20000005            6302           0
          52           1           1           0   1.36000001       1.29999995            4533           0
          53           1           1           0   1.55999994       1.29999995            6114           0
          54           1           1           0   1.39999998       1.29999995            7691           0
