39077
2091 11 0.93 1.3 
2091 12 1.06 1.3 
4318 11 0.62 1.4 
680 1 1.39 1.2 
5258 4 1.12 1.3 
5258 6 1.06 1.3 
5258 8 1.03 1.3 
680 3 0.86 1.2 
5258 11 0.94 1.3 
6863 8 1.04 1.3 
1142 3 0.56 1.5 
352 15 0.81 1.4 
353 3 0.94 1.4 
1141 12 0.75 1.3 
1141 11 0.75 1.3 
6092 3 1.06 1.4 
7499 14 1.37 1.3 
7499 13 1.8 1.3 
6863 11 0.99 1.3 
4850 11 0.44 1.3 
6091 11 1.23 1.4 
7499 6 1.45 1.3 
4850 8 0.47 1.3 
7499 11 1.65 1.3 
4850 12 0.61 1.3 
7067 7 0.96 1.3 
7067 8 0.89 1.3 
3171 12 0.64 1.4 
7067 1 1.76 1.3 
7067 3 0.79 1.3 
7067 4 1.0 1.3 
7067 5 0.69 1.3 
7067 6 0.85 1.3 
5200 12 0.97 1.4 
5200 8 1.13 1.4 
5200 11 1.17 1.4 
5258 3 1.02 1.3 
1681 1 1.49 1.3 
2714 12 0.56 1.5 
2714 11 0.68 1.5 
3552 11 0.65 1.5 
5716 5 1.15 1.3 
5716 4 1.17 1.4 
3382 12 1.16 1.5 
1176 3 0.84 1.5 
4742 3 1.0 1.4 
983 12 0.96 1.3 
983 11 0.95 1.3 
983 8 0.98 1.3 
4741 12 1.15 1.4 
4741 11 1.09 1.4 
5178 12 1.17 1.3 
708 1 1.73 1.2 
4303 8 0.96 1.4 
5179 4 0.97 1.5 
5179 3 0.77 1.5 
2476 11 0.65 1.5 
707 12 0.9 1.4 
707 11 0.92 1.4 
5884 6 0.87 1.4 
3805 8 1.07 1.3 
5884 4 0.85 1.4 
5884 5 1.07 1.4 
3805 3 1.06 1.3 
5884 3 0.83 1.4 
1015 15 0.91 1.2 
3805 11 1.03 1.3 
3805 12 1.12 1.3 
1016 2 1.57 1.3 
1016 3 0.89 1.3 
3162 3 0.91 1.4 
3708 3 0.62 1.4 
545 11 0.76 1.2 
545 12 0.73 1.2 
630 11 0.75 1.4 
3161 12 1.11 1.5 
545 8 0.75 1.2 
3708 11 0.8 1.4 
630 12 0.72 1.4 
2753 8 0.62 1.5 
1272 12 0.65 1.5 
2753 12 0.58 1.5 
2753 11 0.68 1.5 
2916 11 1.03 1.4 
1272 8 0.62 1.5 
1272 11 0.63 1.5 
2916 12 0.91 1.4 
2916 8 0.97 1.4 
2748 11 0.51 1.5 
7315 14 1.29 1.3 
7315 13 1.49 1.3 
4070 3 0.9 1.5 
2674 8 0.87 1.5 
7316 5 0.94 1.4 
7316 4 0.92 1.4 
2674 3 0.99 1.5 
7377 9 1.4 1.2 
7377 13 1.38 1.3 
7377 14 1.55 1.3 
4661 12 0.95 1.5 
2636 3 0.85 1.4 
1186 8 0.8 1.4 
3417 8 1.14 1.5 
3417 3 1.12 1.5 
2757 12 0.58 1.4 
2757 11 0.67 1.4 
5313 8 0.97 1.4 
5313 11 0.94 1.4 
6800 11 1.06 1.4 
6645 11 0.98 1.4 
6091 12 1.23 1.4 
7499 7 1.19 1.3 
6645 4 1.12 1.3 
6645 5 0.83 1.3 
6645 6 0.98 1.3 
6645 7 1.05 1.3 
6645 8 1.04 1.3 
6645 9 1.3 1.0 
7499 5 1.45 1.3 
769 3 0.89 1.4 
6989 12 0.64 1.3 
6989 5 0.78 1.3 
6989 7 0.6 1.3 
6989 8 0.86 1.3 
768 15 0.96 1.3 
768 12 0.85 1.3 
769 1 1.59 1.4 
769 2 1.61 1.3 
3187 11 0.67 1.2 
3187 12 0.6 1.3 
3188 1 1.82 1.4 
5562 5 0.89 1.5 
5562 4 0.75 1.5 
5562 8 0.46 1.5 
5562 11 0.44 1.5 
5562 10 0.6 1.5 
3653 3 1.06 1.3 
1192 12 0.89 1.5 
1192 11 0.77 1.5 
1192 8 0.82 1.5 
2410 12 0.72 1.5 
1752 3 0.59 1.3 
2410 11 0.65 1.5 
2410 8 0.66 1.5 
1752 1 1.74 1.3 
1751 12 1.14 1.4 
1751 11 1.01 1.4 
2614 8 0.84 1.4 
70 1 1.84 1.4 
4331 8 0.94 1.4 
2630 11 0.93 1.3 
1383 12 0.76 1.5 
1383 11 0.69 1.5 
1383 8 0.73 1.5 
1625 12 0.97 1.3 
1625 11 0.96 1.3 
1625 8 0.95 1.3 
1625 3 0.95 1.3 
5708 4 0.87 1.4 
5761 12 0.54 1.5 
5761 11 0.59 1.5 
3473 8 0.56 1.5 
3473 11 0.52 1.5 
3473 12 0.62 1.5 
756 3 0.96 1.3 
756 1 1.46 1.3 
503 11 0.87 1.3 
3876 8 0.76 1.5 
503 8 0.88 1.3 
3876 11 0.7 1.5 
3876 12 0.84 1.5 
5428 4 1.04 1.4 
5428 3 0.92 1.4 
5428 8 0.99 1.4 
5428 6 0.96 1.4 
5428 11 0.96 1.4 
7003 9 1.21 1.3 
7003 8 1.04 1.5 
7003 7 1.07 1.5 
3913 3 0.62 1.5 
2966 8 0.95 1.3 
2966 12 1.08 1.3 
2966 11 0.87 1.3 
2805 11 0.62 1.3 
3273 3 0.89 1.4 
3273 1 1.94 1.4 
3107 12 1.04 1.5 
3107 11 0.82 1.5 
1335 1 1.46 1.4 
6562 6 0.99 1.3 
6562 7 1.09 1.3 
6562 4 1.1 1.3 
6562 5 0.96 1.3 
1334 12 0.62 1.5 
6562 11 0.96 1.3 
6562 8 1.01 1.3 
6562 9 1.23 0.9 
6500 12 0.81 1.3 
6500 11 0.83 1.3 
6500 9 1.3 1.3 
6500 8 0.63 1.3 
6347 11 1.27 1.4 
1563 11 0.59 1.4 
4883 3 0.76 1.3 
1563 8 0.63 1.4 
7440 5 1.63 1.2 
7440 4 1.12 1.2 
7440 7 1.4 1.2 
7440 6 1.28 1.1 
7514 11 1.03 1.4 
4444 3 0.59 1.5 
7514 13 1.37 1.4 
7514 14 1.81 1.4 
7515 1 1.65 1.4 
4444 8 0.67 1.5 
3840 1 1.43 1.4 
5464 12 0.7 1.4 
5464 10 0.61 1.5 
5464 11 0.53 1.4 
6733 4 0.87 1.3 
6733 5 0.86 1.3 
6733 6 0.79 1.3 
4247 3 1.15 1.5 
1896 11 0.82 1.3 
1896 12 0.68 1.3 
6135 1 1.52 1.3 
5479 10 1.01 1.4 
5479 12 1.53 1.4 
5479 11 1.31 1.4 
5479 6 1.54 1.4 
5479 5 1.6 1.3 
5479 8 1.38 1.4 
6134 11 0.8 1.3 
5546 8 1.19 1.5 
4345 8 0.71 1.5 
4429 12 0.61 1.5 
4429 11 0.72 1.5 
5772 1 0.88 1.4 
5771 12 1.17 1.5 
5771 11 1.37 1.5 
221 1 1.62 1.4 
4468 3 0.6 1.5 
3393 1 1.29 1.4 
3393 3 1.02 1.5 
5874 10 0.76 1.4 
5874 11 0.62 1.4 
4468 8 0.54 1.4 
5803 8 1.04 1.4 
3066 3 1.01 1.3 
3066 1 1.25 1.3 
6214 11 1.28 1.4 
6214 12 1.09 1.4 
4345 12 0.66 1.5 
6056 8 0.63 1.4 
6056 9 0.88 0.5 
6056 6 0.7 1.4 
6056 7 0.9 1.4 
6056 12 0.68 1.4 
6056 10 0.7 1.4 
6056 11 0.59 1.4 
3531 8 0.94 1.4 
3531 1 1.79 1.4 
3531 3 0.92 1.4 
1834 3 0.82 1.3 
6656 11 1.17 1.3 
6656 6 1.28 1.3 
6656 7 1.4 1.3 
6656 8 1.2 1.3 
6656 9 0.31 1.3 
1291 3 0.61 1.5 
1291 8 0.58 1.5 
4962 11 0.81 1.3 
3358 12 0.66 1.5 
1745 3 0.74 1.2 
5883 3 0.57 1.4 
3359 3 0.65 1.5 
1672 2 1.59 1.3 
6914 4 1.08 1.3 
6914 5 1.12 1.3 
4430 8 0.59 1.5 
402 3 0.83 1.4 
6022 11 1.06 1.4 
6022 8 1.12 1.4 
6022 6 1.03 1.4 
6022 4 1.14 1.4 
6022 5 0.98 1.4 
401 12 0.6 1.5 
924 11 0.83 1.4 
924 12 0.94 1.4 
6022 12 1.0 1.4 
4742 1 1.41 1.4 
6336 7 0.97 1.4 
6336 6 0.75 1.4 
574 12 0.86 1.2 
574 11 0.85 1.2 
6336 10 0.67 1.4 
575 1 1.61 1.3 
2195 8 0.97 1.3 
2195 3 0.97 1.3 
2195 11 0.97 1.3 
2195 12 0.99 1.3 
6603 6 0.95 1.3 
6603 5 1.02 1.3 
6603 1 2.33 1.3 
6603 4 0.99 1.3 
3527 12 1.19 1.4 
3527 11 1.14 1.4 
1986 11 0.59 1.5 
4522 11 0.81 1.5 
2181 12 0.72 1.4 
4021 3 0.76 1.5 
3964 8 1.09 1.4 
3964 1 1.32 1.4 
3964 3 1.19 1.4 
6360 3 1.02 1.4 
6360 4 1.21 1.4 
6360 5 1.0 1.4 
6360 6 1.09 1.4 
6360 7 1.18 1.4 
3087 8 0.66 1.4 
5235 3 0.97 1.4 
1785 8 0.52 1.5 
1785 3 0.59 1.5 
6463 4 1.12 1.3 
6463 6 1.14 1.3 
6463 5 1.28 1.3 
1785 11 0.56 1.5 
4481 3 1.01 1.4 
2445 12 0.59 1.4 
4481 1 1.23 1.4 
4329 8 0.91 1.4 
5891 4 1.08 1.4 
898 12 0.94 1.3 
1778 12 0.77 1.4 
5891 6 1.08 1.4 
4329 12 0.88 1.4 
6101 7 1.06 1.4 
4259 11 0.85 1.3 
4259 12 0.7 1.3 
6101 4 1.0 1.4 
6101 3 0.89 1.4 
4259 8 0.79 1.3 
7051 12 1.09 1.2 
6101 9 1.0 1.3 
6586 11 1.12 1.4 
6586 7 0.82 1.4 
6586 6 0.95 1.4 
6586 8 0.91 1.4 
5366 8 0.98 1.4 
5366 6 0.85 1.3 
5366 12 0.99 1.4 
5366 11 0.9 1.4 
2072 12 0.75 1.3 
2072 8 0.68 1.3 
2072 11 0.62 1.3 
3708 8 0.74 1.4 
1369 11 0.68 1.4 
1369 12 0.72 1.4 
5983 10 0.89 1.5 
5983 9 0.72 1.4 
5983 12 1.16 1.4 
1369 8 0.69 1.4 
5171 12 1.06 1.4 
5171 11 1.06 1.4 
6428 12 1.04 1.4 
5172 3 0.85 1.5 
5636 4 0.72 1.4 
6429 4 1.27 1.4 
6429 3 1.08 1.4 
5636 3 0.58 1.5 
5687 7 1.78 1.3 
630 8 0.77 1.4 
2580 11 0.6 1.4 
2580 8 0.61 1.4 
2580 12 0.65 1.4 
7580 13 2.25 1.3 
7580 8 1.36 1.3 
7580 9 0.65 1.3 
399 12 0.96 1.6 
399 8 0.98 1.6 
5456 11 1.13 1.4 
5456 10 1.08 1.4 
5456 12 1.19 1.4 
5456 6 1.2 1.3 
6311 11 1.4 1.3 
5456 8 1.16 1.4 
6481 5 1.14 1.3 
6895 1 0.89 1.3 
1869 8 0.97 1.4 
6894 12 1.3 1.3 
7150 9 1.88 1.4 
7150 11 1.5 1.3 
7150 12 1.44 1.4 
4824 8 0.5 1.5 
1434 11 0.84 1.4 
4824 3 0.53 1.5 
7377 7 1.1 1.3 
7377 8 1.1 1.3 
7539 4 1.05 1.3 
2519 11 0.64 1.5 
2519 12 0.66 1.5 
7538 14 1.26 1.3 
5040 8 0.66 1.4 
5040 11 0.58 1.4 
7538 13 1.54 1.3 
5040 12 0.75 1.4 
7377 5 1.12 1.3 
7377 6 1.03 1.3 
298 8 0.7 1.4 
298 3 0.69 1.4 
2269 8 1.26 1.5 
2269 12 1.18 1.5 
2269 11 1.27 1.5 
1531 11 0.75 1.3 
4126 12 0.96 1.5 
4126 11 0.97 1.5 
4126 8 0.98 1.5 
818 8 0.94 1.2 
1112 11 0.83 1.3 
1112 8 0.78 1.3 
1112 12 0.71 1.3 
5538 6 0.76 1.3 
7178 11 1.09 1.2 
7178 6 1.09 1.2 
7178 7 1.09 1.2 
7178 4 1.17 1.2 
7178 5 1.05 1.2 
4109 3 0.59 1.5 
5136 3 1.45 1.4 
2129 3 0.83 1.5 
2602 8 0.8 1.4 
2602 11 0.75 1.4 
3813 3 0.86 1.4 
7291 14 1.49 1.3 
7291 13 1.34 1.3 
2129 1 1.44 1.4 
7291 11 0.97 1.3 
2128 12 0.83 1.3 
5292 3 0.82 1.3 
1104 11 0.87 1.3 
6403 7 0.96 1.4 
5291 12 1.09 1.4 
1104 12 0.9 1.3 
6403 12 1.07 1.4 
6403 11 1.28 1.4 
5126 3 0.88 1.3 
2444 12 1.01 1.5 
2444 11 0.83 1.5 
818 11 0.94 1.2 
4920 11 0.89 1.3 
4920 8 0.96 1.3 
5588 7 1.03 1.4 
4223 3 1.01 1.5 
5665 11 1.23 1.4 
473 12 0.73 1.4 
473 11 0.53 1.4 
4483 11 1.02 1.2 
4483 12 1.0 1.3 
473 8 0.55 1.4 
4483 8 0.93 1.3 
2224 8 0.65 1.3 
5588 8 1.11 1.5 
473 15 0.72 1.4 
741 3 0.88 1.3 
741 2 1.57 1.2 
741 1 1.75 1.3 
741 8 1.0 1.3 
5646 4 1.16 1.4 
5646 5 1.19 1.4 
5098 6 0.87 1.5 
2643 3 0.8 1.4 
5098 3 0.82 1.5 
7239 6 0.86 1.4 
7239 5 0.77 1.4 
7239 8 0.99 1.5 
7239 7 1.01 1.4 
7239 9 1.2 0.7 
7239 12 0.84 1.5 
7239 11 0.79 1.5 
5265 4 0.89 1.3 
7451 11 1.21 1.4 
5265 6 0.82 1.3 
7451 13 1.48 1.4 
5265 8 0.88 1.3 
5265 12 0.78 1.3 
5265 11 0.88 1.3 
5220 3 0.83 1.4 
7503 5 1.16 1.4 
7503 6 1.09 1.3 
5220 6 0.84 1.5 
7503 4 1.14 1.3 
7502 14 1.16 1.4 
3828 3 0.63 1.5 
3082 8 0.72 1.5 
823 11 0.94 1.3 
823 12 1.03 1.3 
7096 6 1.05 1.3 
823 8 0.95 1.3 
7096 11 0.96 1.3 
4416 3 0.83 1.3 
4798 12 1.19 1.4 
4100 11 1.2 1.4 
4100 12 1.46 1.4 
4799 3 0.92 1.3 
6858 6 0.9 1.3 
5250 3 0.59 1.4 
805 11 0.99 1.4 
5250 4 0.79 1.3 
805 3 0.99 1.4 
2550 3 0.78 1.5 
5250 6 0.66 1.3 
805 8 0.97 1.4 
942 11 0.96 1.3 
942 8 1.03 1.3 
5673 10 0.8 1.5 
942 12 1.07 1.3 
5673 7 0.98 1.4 
5673 12 0.8 1.4 
5673 11 0.68 1.4 
6845 5 0.81 1.3 
6845 6 0.94 1.3 
6845 4 1.08 1.3 
1022 3 0.96 1.3 
6845 7 1.03 1.3 
6845 8 0.97 1.4 
3080 3 0.59 1.5 
1021 15 1.04 1.2 
6845 11 0.95 1.4 
1021 12 0.87 1.3 
1021 11 0.78 1.3 
5346 6 0.73 1.4 
5346 8 0.65 1.4 
5346 11 0.57 1.4 
3545 11 1.01 1.5 
7065 1 2.31 1.3 
3545 8 1.01 1.5 
7064 12 1.1 1.4 
7064 11 0.98 1.4 
7176 4 0.98 1.2 
7176 5 0.7 1.2 
1153 3 0.61 1.5 
7176 3 0.77 1.3 
7310 4 1.1 1.4 
7310 5 1.13 1.4 
3576 12 0.64 1.5 
4788 8 1.01 1.5 
1228 11 0.98 1.4 
4061 11 0.72 1.4 
3576 8 0.67 1.5 
3100 11 1.1 1.3 
3100 8 1.08 1.3 
1228 3 0.99 1.4 
7310 6 1.08 1.4 
3100 12 1.05 1.3 
6960 5 1.04 1.3 
6960 4 1.02 1.3 
6960 7 1.08 1.3 
2958 3 0.33 1.5 
248 8 0.85 1.5 
350 3 0.81 1.5 
2892 12 0.62 1.5 
3055 3 1.01 1.4 
2892 8 0.59 1.5 
2892 11 0.59 1.5 
5855 7 1.25 1.4 
5312 8 1.02 1.2 
5312 11 1.0 1.2 
5855 3 1.02 1.5 
5312 4 1.14 1.2 
5855 5 1.14 1.4 
5312 6 1.06 1.2 
2685 3 0.62 1.5 
5504 4 1.15 1.4 
5855 11 0.87 1.5 
5855 12 0.99 1.5 
2836 11 1.08 1.3 
541 11 0.9 1.4 
