39077
468 8 0.99 1.5 
468 3 0.97 1.5 
542 1 1.79 1.3 
468 11 0.98 1.5 
3186 3 0.95 1.5 
2481 12 0.71 1.4 
2481 11 0.58 1.4 
4729 11 0.44 1.5 
4729 12 0.55 1.5 
996 3 1.01 1.3 
4729 8 0.57 1.5 
2482 3 0.68 1.5 
3753 3 0.69 1.4 
5734 10 1.75 1.5 
5734 11 1.47 1.5 
5734 12 1.28 1.5 
719 1 1.93 1.3 
5302 6 0.88 1.3 
5302 4 1.01 1.3 
5302 11 0.86 1.3 
5302 8 0.65 1.3 
7120 4 0.99 1.3 
7120 5 0.72 1.3 
3152 3 0.72 1.5 
7120 1 1.78 1.3 
3721 12 0.6 1.4 
3721 11 0.58 1.4 
5600 4 1.07 1.4 
619 8 0.95 1.3 
3151 11 1.03 1.5 
3151 12 1.16 1.5 
619 11 0.96 1.3 
619 12 0.93 1.3 
7120 6 0.84 1.3 
7120 7 0.96 1.3 
3218 3 0.91 1.5 
522 11 0.91 1.3 
522 8 0.96 1.3 
3218 8 0.86 1.5 
3218 11 0.8 1.5 
1260 3 0.68 1.5 
3694 3 0.94 1.5 
3694 1 1.25 1.4 
3694 8 0.88 1.5 
1579 11 0.81 1.3 
1579 12 0.83 1.3 
1579 8 0.8 1.3 
3976 3 0.9 1.3 
3976 1 1.87 1.3 
4660 12 0.64 1.3 
5642 10 0.66 1.5 
4038 8 1.03 1.4 
4038 3 1.07 1.4 
5706 4 1.01 1.4 
4038 11 0.97 1.4 
2604 1 1.98 1.4 
6087 12 0.93 1.3 
4508 3 0.82 1.4 
4660 11 0.52 1.3 
5642 11 0.42 1.4 
3179 12 0.98 1.5 
3179 11 1.0 1.5 
3179 8 1.0 1.5 
1446 12 0.98 1.3 
1446 11 0.88 1.3 
1446 8 0.95 1.3 
5380 12 0.95 1.3 
3445 11 0.93 1.4 
3445 12 0.83 1.4 
5380 8 1.0 1.3 
3655 3 0.63 1.5 
5380 11 0.95 1.3 
1061 1 1.47 1.2 
1671 12 0.75 1.4 
1671 11 0.68 1.4 
1672 1 1.67 1.3 
6989 11 0.86 1.3 
3655 11 0.54 1.5 
3445 8 0.88 1.4 
1148 12 0.72 1.4 
6770 4 0.63 1.3 
6770 5 0.65 1.4 
6770 3 0.54 1.4 
6770 6 0.56 1.4 
6770 7 0.64 1.4 
5637 12 0.6 1.5 
5637 11 0.69 1.5 
2063 3 0.88 1.4 
5411 11 1.22 1.3 
3243 8 0.66 1.5 
5412 3 1.06 1.4 
3243 11 0.57 1.5 
3243 12 0.66 1.5 
7611 8 1.18 1.3 
3092 3 0.89 1.3 
7109 7 0.94 1.3 
7433 4 1.58 1.4 
7432 14 1.54 1.4 
7673 1 2.42 1.3 
6501 11 0.61 1.3 
6501 12 0.67 1.3 
7433 6 1.41 1.4 
5506 4 1.02 1.4 
5506 5 1.2 1.4 
1396 3 1.08 1.5 
3483 12 0.93 1.4 
3483 11 0.98 1.4 
3483 8 0.97 1.4 
1589 11 0.72 1.3 
1589 12 0.7 1.3 
5272 12 1.04 1.4 
1589 8 0.73 1.3 
4330 8 0.96 1.4 
4330 11 0.97 1.4 
6128 11 1.29 1.4 
4330 12 0.84 1.4 
5423 8 1.12 1.4 
4357 2 1.56 1.3 
4357 1 1.65 1.3 
4357 3 0.71 1.3 
4357 8 0.73 1.3 
5272 6 1.06 1.4 
5016 12 0.96 1.4 
3282 12 1.06 1.4 
7563 1 2.21 1.4 
4643 12 0.7 1.3 
4643 11 0.66 1.3 
1917 12 0.8 1.5 
3282 11 0.91 1.4 
4643 8 0.66 1.3 
5801 4 0.47 1.4 
5016 11 1.15 1.4 
5801 7 0.58 1.4 
5801 8 0.43 1.5 
5801 5 0.67 1.4 
5801 6 0.43 1.4 
6820 6 0.95 1.4 
6820 7 1.0 1.4 
5801 10 0.85 1.5 
585 15 1.09 1.3 
2338 8 0.64 1.4 
6128 6 1.13 1.4 
6349 3 0.91 1.5 
586 1 1.69 1.4 
6128 7 1.0 1.4 
2094 8 1.02 1.5 
3323 3 0.69 1.4 
3323 1 1.55 1.4 
1886 12 0.62 1.3 
1886 11 0.52 1.3 
1886 8 0.56 1.3 
3400 1 1.73 1.2 
3400 3 0.94 1.2 
6916 8 1.13 1.4 
3287 12 0.64 1.5 
6916 7 1.29 1.4 
6916 12 1.13 1.4 
6916 11 1.09 1.4 
3341 3 0.67 1.5 
3341 8 0.68 1.5 
1513 11 0.68 1.4 
1513 12 0.66 1.4 
1513 8 0.68 1.4 
3106 3 0.71 1.3 
6163 6 1.05 1.4 
6163 5 0.93 1.4 
1287 12 0.76 1.5 
1287 11 0.72 1.5 
1288 1 1.66 1.4 
6163 3 0.98 1.4 
3591 11 0.72 1.5 
3591 12 0.85 1.5 
1534 3 0.81 1.5 
1534 1 1.32 1.4 
1534 8 0.84 1.5 
3821 3 1.1 1.4 
5880 12 1.21 1.5 
3821 1 1.7 1.4 
3821 8 1.11 1.4 
5880 11 1.28 1.5 
4418 11 0.97 1.4 
4418 8 0.99 1.4 
4418 3 1.04 1.4 
6000 5 0.82 1.5 
6000 4 0.58 1.4 
3174 11 0.45 1.5 
3379 8 1.01 1.3 
3379 11 0.99 1.3 
3379 12 1.03 1.3 
2614 3 0.9 1.4 
2164 3 0.6 1.4 
6000 7 0.73 1.4 
6000 6 0.54 1.5 
6201 7 1.07 1.3 
6201 5 0.88 1.3 
6201 6 0.97 1.3 
3469 12 0.97 1.4 
6201 4 1.11 1.3 
4372 11 0.69 1.3 
863 8 0.91 1.4 
1984 12 0.78 1.5 
1093 3 0.75 1.3 
1093 1 1.58 1.3 
6275 6 0.83 1.3 
6275 5 0.66 1.3 
6275 4 0.99 1.3 
6275 3 0.76 1.3 
6275 7 0.96 1.3 
2271 11 0.81 1.5 
2271 12 0.93 1.5 
6275 12 0.8 1.3 
6275 11 0.81 1.3 
6045 6 0.71 1.4 
4908 12 0.98 1.2 
6045 4 0.73 1.4 
6045 3 0.66 1.4 
6045 10 0.96 1.5 
6045 9 0.92 1.3 
6045 8 0.61 1.4 
6045 7 0.87 1.4 
4909 3 0.9 1.3 
6045 12 0.68 1.4 
6045 11 0.68 1.4 
1712 12 0.82 1.5 
4067 12 0.68 1.5 
6589 7 1.01 1.4 
6589 8 0.85 1.4 
6589 5 1.05 1.4 
6589 6 1.0 1.4 
6589 11 1.07 1.4 
6589 12 0.96 1.4 
1638 1 1.53 1.3 
1637 11 0.83 1.2 
1637 12 0.96 1.2 
4906 3 1.08 1.3 
4211 1 1.72 1.3 
4211 3 0.99 1.3 
4211 8 1.0 1.3 
2720 12 0.89 1.5 
1374 1 1.9 1.3 
4572 3 1.33 1.4 
873 12 0.86 1.4 
891 3 0.8 1.3 
891 1 1.57 1.3 
891 8 0.85 1.3 
1869 11 0.98 1.4 
1869 12 0.94 1.4 
6303 1 1.54 1.2 
4585 12 1.47 1.3 
4585 11 1.22 1.3 
6303 5 1.12 1.3 
6303 6 1.02 1.3 
4585 8 1.31 1.3 
4585 3 1.4 1.3 
1994 11 0.74 1.3 
1994 12 0.93 1.3 
6471 5 1.11 1.4 
4596 3 1.3 1.4 
6471 6 1.02 1.3 
5208 4 1.36 1.4 
4249 3 0.74 1.5 
2003 11 1.16 1.5 
2003 12 1.04 1.5 
5208 8 1.23 1.4 
5208 6 1.33 1.4 
2003 8 1.12 1.5 
4248 12 0.79 1.5 
5208 11 1.12 1.4 
1853 8 0.91 1.5 
1853 11 0.89 1.5 
1853 12 0.69 1.5 
2706 3 0.87 1.5 
2780 11 0.55 1.5 
2780 12 0.53 1.5 
5194 11 0.57 1.4 
5194 12 0.72 1.4 
6372 8 0.43 1.4 
6372 11 0.38 1.4 
6372 4 0.67 1.4 
6372 7 0.78 1.4 
6372 6 0.53 1.4 
1686 8 0.84 1.4 
281 2 1.7 1.4 
4534 8 1.02 1.3 
281 3 0.78 1.4 
281 8 0.83 1.4 
5075 11 0.97 1.2 
4534 1 1.36 1.3 
5075 8 1.02 1.2 
5075 6 0.98 1.3 
1162 12 0.92 1.4 
6114 11 1.32 1.4 
6114 12 1.15 1.4 
6115 1 1.56 1.3 
1162 11 0.78 1.4 
7300 13 1.84 1.2 
7300 9 2.11 1.3 
7300 11 1.82 1.3 
1261 12 0.94 1.4 
7692 1 1.4 1.3 
953 3 0.82 1.5 
5109 8 0.52 1.3 
5109 6 0.59 1.2 
5109 12 0.58 1.3 
5109 11 0.47 1.3 
4813 12 1.08 1.3 
4813 11 0.91 1.3 
4813 8 0.9 1.3 
4715 11 0.67 1.5 
4715 12 0.73 1.5 
2493 12 0.62 1.4 
2493 11 0.79 1.4 
4715 3 0.71 1.5 
4715 8 0.69 1.5 
4387 3 0.82 1.4 
610 1 1.64 1.2 
7232 5 1.12 1.4 
7232 4 1.09 1.4 
7232 7 0.96 1.4 
7232 6 1.07 1.4 
7232 8 1.26 1.4 
7232 11 1.23 1.4 
368 15 0.96 1.4 
7232 12 1.02 1.4 
3226 8 0.9 1.5 
4136 8 1.26 1.5 
4136 11 1.29 1.5 
4136 12 1.24 1.5 
2530 3 1.0 1.4 
7357 8 1.34 1.4 
7357 7 1.29 1.4 
7357 6 1.29 1.4 
7357 5 1.25 1.4 
7357 4 1.37 1.4 
6451 11 1.16 1.3 
5180 8 1.22 1.4 
2668 3 0.56 1.5 
2668 8 0.84 1.5 
2668 11 0.64 1.5 
643 11 0.85 1.3 
2635 3 1.0 1.4 
4757 8 0.77 1.3 
3316 12 1.01 1.4 
4757 1 1.18 1.3 
4757 3 0.91 1.3 
309 8 0.6 1.5 
4289 11 1.09 1.5 
7003 11 1.01 1.5 
2369 8 0.91 1.5 
2369 12 0.9 1.5 
2369 11 0.9 1.5 
842 11 0.83 1.5 
842 8 0.86 1.5 
429 12 0.81 1.5 
842 12 0.86 1.5 
5584 3 0.94 1.4 
2704 11 0.7 1.3 
5584 7 1.15 1.4 
5584 4 0.99 1.4 
1058 1 1.55 1.3 
7189 12 1.1 1.2 
7189 11 1.14 1.2 
5584 8 0.86 1.4 
5584 9 0.92 1.4 
7189 8 1.18 1.3 
7189 7 1.16 1.2 
7189 6 1.12 1.2 
7189 5 0.88 1.2 
6530 11 1.04 1.4 
6530 8 1.11 1.4 
6530 12 1.18 1.4 
6516 4 1.14 1.4 
6516 5 0.97 1.4 
6975 8 1.15 1.4 
6975 7 1.34 1.3 
6975 5 1.29 1.3 
6975 4 1.26 1.3 
3938 8 0.73 1.4 
6720 11 1.43 1.4 
6720 8 1.42 1.4 
7447 7 1.2 1.3 
6975 11 1.11 1.4 
4623 11 0.57 1.5 
6983 4 1.1 1.3 
6983 5 1.56 1.3 
2876 1 1.53 1.3 
2876 3 0.76 1.3 
7519 1 2.05 1.2 
4835 2 1.62 1.3 
4835 1 1.3 1.3 
734 8 0.79 1.4 
7482 7 0.89 1.3 
7482 6 1.0 1.3 
7482 5 1.06 1.3 
7482 4 1.04 1.3 
7482 11 1.16 1.3 
734 1 1.67 1.3 
734 2 1.58 1.4 
7482 8 1.14 1.3 
458 8 0.81 1.4 
2991 11 0.68 1.5 
2991 12 0.76 1.5 
458 3 0.8 1.4 
2992 3 0.81 1.5 
458 11 0.83 1.4 
4841 1 1.59 1.3 
5229 12 1.37 1.5 
5229 11 1.03 1.5 
5229 6 1.28 1.5 
4841 8 1.13 1.3 
6928 3 1.07 1.4 
6928 4 1.18 1.4 
6928 5 1.06 1.4 
6928 7 1.11 1.4 
6928 8 1.15 1.4 
7398 13 1.21 1.3 
3689 3 1.02 1.5 
3223 12 0.7 1.5 
1134 3 0.87 1.2 
1134 2 1.54 1.2 
1134 1 1.42 1.2 
5687 8 1.42 1.3 
5687 1 0.96 1.3 
1134 8 0.85 1.2 
5687 5 1.65 1.3 
5687 6 1.57 1.3 
5687 3 1.52 1.3 
5687 4 1.64 1.3 
1808 1 1.73 1.2 
